962878.9848637916,1955931.2414769824
965682.5033134958,1957228.3249540185
962870.3074736228,1955964.5649778347
965682.7796087516,1957294.8928012408
962949.4002928789,1955886.5464128293
962745.7339817616,1955743.227939207
965585.1010034976,1957151.0659719512
963057.926410806,1952513.2356600391
962859.4387833376,1955509.7249128805
963562.6265639368,1952821.6538146683
965884.0677542256,1956883.5512025715
962850.5617486924,1955498.669918537
965964.0017137588,1957005.2648497429
963104.1545421004,1952979.0109718628
964278.7242623584,1953018.2398423003
962788.4218468986,1955421.28522452
963783.4270155248,1952831.7799934845
962805.6775119648,1955332.448881952
963606.776951275,1952821.4596658784
963669.0255771512,1952921.0394222275
962878.287925528,1955775.9166797383
964475.820274848,1955735.6181928264
962814.006341903,1955221.4630189787
963627.4557143592,1955517.40786326
962796.401165424,1955232.6369949223
965851.4226141252,1957527.1860266656
964358.1930250956,1953017.8973891577
964438.0906419737,1953117.4068695449
962790.8169388009,1955953.8272686405
962737.0569161637,1955776.551572497
964199.3514356614,1953040.772206714
963802.1541410184,1953075.783432324
964049.4368445718,1953085.800883573
963978.9915639942,1953130.4861909263
964251.9472869824,1952951.7867183248
964163.743981125,1952974.357542489
964173.4379821104,1953174.021698041
962730.9115269068,1954411.9137969
962580.477776924,1954334.928698156
964181.3078173264,1952952.0919840464
964058.7000695976,1953185.6137473576
964128.52046626,1952996.6996254525
962623.4679625392,1954079.5534278464
963916.506482597,1952975.4312375968
963828.4981600824,1953042.3839426525
964013.87658698,1953030.481426484
963783.863719744,1952931.631160862
963754.7311558631,1956360.057100024
963557.263634651,1953609.4079060208
963786.5811930083,1953552.9276563844
964476.21848953,1953771.8355263136
964583.2590035936,1954026.55707354
965876.9819488404,1957305.1838498053
964538.4496556364,1953871.421822604
964450.5889554304,1953971.651823358
964306.648720272,1953350.962922973
964689.4410938288,1954081.5773867683
964277.0647211164,1956723.914463592
963812.7296298484,1953475.149743105
964573.3856169628,1953782.5139099057
963733.6540084252,1953564.2541355784
963467.698446124,1953321.337809109
963847.1266960836,1953264.198387704
963812.4871651616,1953419.676824832
964448.8737049974,1953572.2467047127
963865.2216912444,1953363.972529169
965913.1064700868,1957504.7418006505
964014.9856109417,1953285.6567187328
963900.0559481494,1953252.872653035
964121.2771186022,1953362.858952164
964364.7980427596,1956601.492702538
964130.250817019,1953396.1044376127
964218.1138935952,1953295.8711484785
964077.1777707124,1953374.1449655325
964033.174934699,1953407.620378224
963998.7738002192,1953618.570978146
964050.833834896,1953407.5436829056
963970.9342678566,1953308.037874424
963874.3416477516,1953430.5014936992
964760.6849842338,1954225.5060724432
963980.1982334222,1953407.8506897425
964024.1526489971,1953363.2804129752
963918.1986781956,1953363.74148542
964785.6142618348,1955934.0004780504
963715.898189025,1953542.142336929
963918.4404315144,1953419.2143968104
964760.354328506,1954147.8439252367
963936.4376027985,1953496.7995404124
963989.413738059,1953496.5689452009
963936.3409468264,1953474.610372797
964352.4339478276,1955780.5282530647
964777.4450988465,1954014.6336794205
964086.2960147692,1953440.6741515328
964042.6308055444,1953551.8116085187
964510.8901768152,1955679.993555539
964201.4621906576,1953528.9336975028
964139.7050090962,1953540.2957637368
964201.7500373906,1953595.5012017896
964095.6065844358,1953551.581688938
964034.0425040394,1953607.322886411
963892.6295353768,1953574.6540554112
964486.6659640592,1954149.0136922144
963660.6824958269,1953032.023930363
964459.894167338,1954082.5598202103
963998.4843223488,1953552.0034666364
964511.0329585423,1955713.277412905
964478.0277640634,1954193.429950252
964962.8968173404,1954024.9413810647
964847.981249987,1953992.144246132
965024.4639152376,1953969.2070652177
964900.7659970868,1953947.5410969704
964971.2091432152,1953902.8635473263
964900.8130423652,1953958.6356849065
964883.5789536288,1954058.561879732
964440.2262714148,1955669.2021669736
964522.408593274,1954248.713589395
964804.6391423352,1954180.939874791
964477.5040104848,1954071.38943112
964857.2811240698,1954103.0526537248
964857.5166543872,1954158.525609364
964539.210129095,1954048.9352542504
964081.751371437,1954428.1310439345
963459.3095806036,1953421.228026219
964699.1688864672,1954292.3369891453
963450.4801403958,1953421.2669989285
964398.617992612,1954204.8659318592
964414.2701203268,1955791.3568542537
964743.1223578647,1954247.7704559488
964645.0605116966,1954026.292869541
964663.1917394836,1954137.1633778324
964654.5525828704,1954181.579444261
964698.6010513364,1954159.2018687709
964919.3171642332,1954158.263442032
964429.8805145528,1953261.6742964976
964412.5551288328,1953339.4122339247
964456.9408775108,1953394.695486477
964536.3109736344,1953372.1655548024
964119.9793101036,1957135.103948376
964527.5290253668,1953383.2979603447
964377.42799469,1953383.942439676
964919.5993080848,1954224.830993543
964459.3580023764,1956013.0595783752
965016.1977810926,1954102.379442833
964981.3054374546,1954202.380101197
963751.3611567256,1953575.271386117
964484.9330232925,1955802.1480162656
964759.9292075116,1954047.992606692
963355.2715460038,1953854.3852804403
963893.1134201664,1953685.5999197976
964168.5583707849,1956125.2624465704
963907.8288134426,1957058.3631927264
963933.9184094628,1956969.4905265656
964110.0945190432,1956891.0600987817
963880.7706316378,1956925.3430690607
963898.0345803216,1956836.5088601029
964374.818920717,1956878.8206135563
963574.3459381346,1955484.3570081063
962858.8080436776,1953401.7104067493
963897.8408517626,1956792.1302978257
964353.820408729,1956102.27234642
964371.2824188204,1956057.8177869115
964363.6507855578,1956335.221514664
964344.324327292,1955946.9856328715
963889.0634481872,1956803.263470692
964343.9895839038,1955869.323269221
964231.111892449,1956302.509101528
964204.4887537652,1956269.33975982
962390.2345005712,1955212.2833662808
963487.150707276,1955728.827775352
963282.997677982,1955474.549952272
963531.2367167326,1955717.5384853352
963213.0209124768,1955619.0937137585
963610.53327119,1955683.904809792
963566.1049751496,1955617.531319864
963591.8487562845,1953442.833732004
963485.9446904364,1953454.3949189268
964298.584705342,1953528.5142984868
963601.3610518612,1953598.119110125
963433.6003882276,1955595.9262111683
963697.9963343984,1953486.746821135
963425.2146829588,1955695.816832102
963574.4924711196,1955517.6408667192
963352.6329552472,1955252.3445138035
962309.5233870696,1954935.27939632
963371.0737693788,1955429.7802224164
963565.3232723764,1955440.0173991544
962505.6963483674,1955367.0872759847
963134.7140560376,1955874.6237119853
963521.2357365406,1955451.306491752
963335.9612105276,1955474.315088421
963406.9227347694,1955551.664805968
962636.5540902944,1955022.5551848367
963564.932431739,1955351.2604568943
963441.8882724768,1955473.84637596
963697.5098714032,1953375.8009826965
963441.0549270874,1955285.2378697805
963794.1975848072,1953275.5244613448
963653.6059631382,1953431.4675884428
963381.4724422976,1955784.769057248
963347.2953253756,1956040.1018431936
963232.7953920172,1956096.084197555
963277.1253709056,1956140.2666868493
963285.4595160328,1956029.281201407
963205.3780447406,1955885.4039738288
963302.5714768192,1955907.1619577608
963135.0106913104,1955941.191481459
963161.490970455,1955941.073523178
963161.046338106,1955841.2218725043
963046.3466341888,1955852.828259368
963229.0973730184,1955263.9873992084
963292.9570721968,1955729.6871000389
963081.7530715802,1955874.8598810409
963107.689353282,1955752.700859911
963273.6779705466,1955363.6429354893
963370.7790793604,1955363.2125109013
963370.8281940809,1955374.307129017
963193.5407038338,1955208.6713029952
963167.7000978308,1955353.0191680505
963619.896965972,1955805.906847952
963337.6328193794,1955851.5322790968
963275.5493478384,1955785.238571645
963409.1309679736,1956050.9229452915
963213.4648864156,1955718.9453285243
964821.3459278648,1956033.7018559435
963195.909604116,1955741.2130936445
963573.6041910056,1953309.7764040644
963529.8962307094,1953409.821998653
963399.1221346848,1953787.6224367293
965095.9368294476,1954168.6115210445
963251.8508308462,1952434.709414551
963447.7376120754,1952799.970552495
963169.1323478055,1955674.763188895
963773.4321666008,1952565.5489106013
963789.7831957736,1952265.91838822
963657.2745031331,1952255.4039876391
963701.038922096,1952166.4538603951
963736.7991922012,1952266.150199891
963655.0583428426,1955772.4677866125
963103.0670453756,1952734.9302888284
963720.1098630052,1952488.1188622927
963711.5224991282,1952543.6303911128
963666.932586864,1952443.972859192
963844.4624516018,1952653.9967507063
963332.700670635,1952745.00515564
963549.33064836,1955817.3123021235
963394.315634065,1952700.3534123376
963315.0403486626,1952745.08336914
962769.3196221197,1955099.620696704
963421.0022787416,1952744.6146520409
963292.6125019224,1955652.0247326705
963721.0333095976,1952698.91568294
963305.7677616902,1952645.2713336896
963562.1872128652,1952721.8026560647
963765.5727031138,1952787.4789569469
963571.2126154552,1952766.142098521
963677.4175695135,1952821.1495165213
963654.2785054533,1955594.9538295008
962998.8387437492,1955098.5912545056
962732.360283738,1954733.65740588
962508.6123472172,1956010.5756485248
962990.606533365,1955231.76612546
962944.8295597348,1954865.841375076
962812.2115458612,1954822.0568969024
962715.0040825058,1954800.304593152
962361.4812951296,1954713.146078947
962591.2619418754,1954767.5784815447
963122.0798583288,1955020.3772744287
962962.9819083512,1954976.708460931
963060.7809268838,1955131.5990279
962954.0547884144,1954954.55874862
962892.1606079714,1954932.6463809635
962936.1507192012,1954899.1647420127
962945.0779443784,1954921.314433972
962865.627317143,1954921.6705625097
963059.889480982,1954931.895982137
962795.5033215256,1955032.9338986296
962795.4035633792,1955010.744669477
962795.5532007712,1955044.0285134888
963105.2158413652,1955197.9698095787
963008.7079500252,1955331.5387441472
963025.8174508144,1955209.4190403568
962893.2550961644,1955176.727905096
962715.903796979,1955000.007624252
963000.475874658,1955464.7136535184
962893.2053455045,1955165.633288384
962893.3048469394,1955187.8225219965
963053.8853574404,1955564.3285820133
963027.1559860628,1955508.97376308
962966.1600073888,1955686.764086388
962913.1978143844,1955687.0013233423
962974.8380910916,1955653.4407052223
962680.142447929,1954900.315263713
962878.9848637916,1955931.2414769824
962697.5481541852,1954844.762601381
962821.288709254,1954877.490291124
962352.7541546456,1954735.375453585
962530.0183899832,1954889.898769304
962697.9982235515,1954944.6141167544
