x,y
954947.2779246056,1951674.5257418535
957211.282085297,1951572.2029854576
957109.0369473468,1950116.3417794623
957025.759395794,1950294.013357766
956278.0031551413,1951037.241508272
955142.0009776704,1951130.107151132
-5898217.264705013,-22197871.342815675
954995.6182983927,1952340.4579322916
954940.6231283132,1952246.9824700428
952413.610744128,1955522.055486994
954289.9865767852,1956724.4871846528
954377.5966591558,1953373.3663580047
953719.9757806372,1953289.68060251
953571.8170063047,1953585.6250773529
953373.6115188312,1953378.9627545732
952984.2278815336,1952172.2548168416
954005.948698486,1951520.273444317
953581.0924707104,1952197.6312281757
953286.5880716628,1952805.715076733
954184.1968546674,1952400.6572104024
954267.6510390498,1951883.915173139
953105.6918800625,1951638.5756424773
954856.471370206,1951525.4270707169
954018.2105602575,1950884.033112625
952962.652978806,1950922.57450724
954135.2644212324,1950699.863533316
953983.1503511316,1951441.7147020844
952763.1157175336,1951889.1260211852
950959.0551027224,1950925.941488535
951018.7046334366,1954577.1596987275
950292.067790667,1952475.3055900151
949216.9967368332,1952740.905134512
948431.1082525396,1953501.8223823349
952543.7658104307,1952252.5414413384
949698.19712151,1951255.617589144
955851.483612533,1951992.277020662
956562.3170054056,1953060.8759611864
955822.0818977233,1953826.3694879096
957221.7433796264,1952921.032174518
957560.0731360532,1952401.9149049115
956950.9295199484,1952708.936003596
956161.8961432938,1952142.884306448
956548.68782875,1952437.16946024
952455.4998752992,1948786.962305469
954130.6005215,1949800.9018079448
955381.4700111756,1948165.2949408896
956480.8665561076,1947770.4815386324
955838.0046750326,1947576.5565723327
-5898217.264705013,-22197871.342815675
-5898217.264705013,-22197871.342815675
957160.9427614432,1955121.6353863007
957594.69904529,1953779.989904872
957875.5949203566,1956648.7361171043
956551.796869125,1956782.420277401
957231.719394504,1955689.4080779303
955824.1229624208,1954690.455412462
-5898217.264705013,-22197871.342815675
-5898217.264705013,-22197871.342815675
960042.212434215,1953649.8678385203
-5898217.264705013,-22197871.342815675
960370.3816947716,1952952.1332368436
960823.8848196074,1953880.4446822784
961808.681190012,1951992.6197491563
-5898217.264705013,-22197871.342815675
962014.9800937348,1955353.426426994
961713.2147448176,1952101.1903981464
960821.627440864,1954323.2066794485
949846.1407840422,1949601.7539838664
951883.9335124744,1949692.9200336696
-5898217.264705013,-22197871.342815675
948628.2734590456,1950131.106447224
950920.5899042898,1948961.7595932311
946330.9827971014,1952703.8305831717
947427.9945996288,1950416.7150168729
948689.9148030026,1951856.7913911196
947857.6076615124,1946449.6869817164
949535.9207913734,1947660.161074928
948457.329171712,1946600.8059813515
948288.515485882,1944998.833665914
949444.203357836,1945779.4372795937
946693.8296897076,1947917.6253599636
947205.1743122088,1947942.338386017
947078.3926004284,1943666.8491382797
946980.6625979512,1944214.120619079
947885.7753082966,1946050.2573911091
960052.993614028,1951073.76059058
960721.7945478524,1949883.331809206
960739.3809211764,1948480.0371133608
958918.297730683,1951720.6729071948
958231.9997039912,1950500.7026413616
958038.5641456054,1949721.224406337
957758.1004787734,1950391.367833961
958038.5641456054,1949721.224406337
960604.0672838392,1951380.168442459
954166.0029319704,1942204.0250619347
950138.2968270576,1945661.5955202985
949995.1175395664,1945514.572237164
953573.4720693352,1942621.4815972976
951964.1620990532,1945782.08576322
947662.7131272184,1942887.8904807807
949088.2144937568,1944781.3261568905
964372.6404417952,1948778.5338413825
962440.3494082151,1949459.646793531
962163.6768293368,1948461.390339736
963228.3569545436,1950989.286534446
963115.384527454,1951939.5677563464
963759.9277090888,1951537.5774681976
962265.4553322516,1947909.9401329465
962766.3598521934,1948258.9353797804
961521.5498290572,1948246.9764329896
-5898217.264705013,-22197871.342815675
949697.2771651364,1955566.797351017
947492.0988085446,1954538.2247079236
950083.2386030208,1956502.174169927
948679.9920037048,1953964.5174284736
948997.8236964152,1957482.146611627
958719.6835682434,1957058.444400956
958972.900282082,1957318.9807710447
957719.3162282218,1958393.951002322
957583.6262368532,1959962.8022395936
958214.0316011788,1960237.1765125005
957221.4449786766,1959453.477340581
958823.0844923436,1959609.459907453
960012.2019417996,1957816.79030838
957719.3162282218,1958393.951002322
947135.491998422,1939294.5023716376
-5898217.264705013,-22197871.342815675
948233.5875609942,1938947.1543063608
945705.1246976694,1942603.08957511
946666.9815233384,1940472.0359503608
964486.348789191,1955289.910690906
962429.8791555846,1955179.0850113444
963100.187069132,1953284.5240098096
964525.3682614352,1955791.5010075695
964307.846132585,1954324.8810178847
963483.194175425,1953487.4029886683
962477.8139843392,1954439.174515457
963300.2986194434,1957095.7528779707
959630.0187964136,1945273.0211990213
959992.0509391434,1946313.7627188363
961166.5867372376,1946589.0913384147
961778.8006447222,1946071.2772048167
959644.8035767915,1947540.948015388
960800.8918370404,1946620.5666673144
958809.255418285,1946646.5773494488
958669.4093886575,1947439.2507164476
950167.554609964,1942686.4580398244
952231.6085716704,1941952.8668270104
950096.431784326,1942618.1409151272
950841.4290927404,1941138.6100555784
950388.0026639984,1942847.7901062367
954010.1019579112,1941549.5844887267
-5898217.264705013,-22197871.342815675
948520.0301408204,1942101.334043052
948920.408705766,1943233.295278831
942257.889168973,1949399.2573885096
939508.977995028,1952098.760614408
942192.5942635734,1947669.2234533536
-5898217.264705013,-22197871.342815675
943913.0790876276,1947992.247864602
939745.5127539448,1953308.387969592
944314.990128464,1950165.031725324
944007.5740696148,1950134.6204399676
940659.3151429883,1949915.247500298
941461.4718100457,1949382.620616507
939908.1262801252,1951925.323144677
966692.9955247056,1949010.585246392
968354.4693497764,1947517.8601511864
966733.00621373,1947594.7233450897
968465.0403867912,1950380.8904897587
968744.657749514,1947360.53423924
968923.2358869604,1946818.978603972
971333.76364052,1951462.2136313384
-5898217.264705013,-22197871.342815675
-5898217.264705013,-22197871.342815675
960945.2771422544,1956332.913840219
-5898217.264705013,-22197871.342815675
958956.8712085456,1955897.167189
959018.769103974,1955412.8558737624
946542.1620677756,1945177.8109690256
941769.130526208,1944015.0332678729
946398.0376651592,1943231.937594653
-5898217.264705013,-22197871.342815675
943411.9640366742,1943444.0287511
946483.0353439852,1942831.2836825603
944885.6742953398,1943410.9155572208
940892.8779315748,1944506.807644925
-5898217.264705013,-22197871.342815675
958624.5682622386,1942532.9484332544
956962.1383131908,1943464.7169132144
959320.0140283052,1942442.6881801449
954924.6749642952,1941899.119991471
958124.8679955304,1940900.5042999897
960211.2059361136,1940135.346888306
945216.3988225672,1947229.7218620265
943996.606358744,1948881.53349846
943416.4379081452,1946548.396251793
943797.5136350242,1947117.5822236496
941374.2934351782,1946706.156174872
941159.8751936,1947987.854261007
942661.2788694728,1947506.0143287063
940988.3900769304,1948746.1179822967
967025.8366977908,1945490.4005594223
963265.1988239066,1945643.8607580103
962924.3998234672,1945588.676638304
967710.7354465548,1945272.150561624
967242.9447948736,1941856.3553194944
-5898217.264705013,-22197871.342815675
967540.7722971973,1942770.2538282091
966328.7876288984,1947474.945731956
967288.9005897148,1945046.7070283643
964896.0952638576,1946174.9545348
968882.3219460702,1941825.6234907373
962240.0696574722,1960088.773258742
961334.7614068747,1959057.0922363263
960997.3947423284,1965313.611967501
-5898217.264705013,-22197871.342815675
962220.3921181012,1962736.1312461
962220.3921181012,1962736.1312461
963051.5772487384,1963212.0267796367
960960.6093996484,1963699.569782736
954369.4617535372,1941756.5633151329
-5898217.264705013,-22197871.342815675
954977.7348916398,1943563.6799844103
-5898217.264705013,-22197871.342815675
948997.8236964152,1957482.146611627
948359.8908944055,1957158.968808039
949091.2175926438,1959904.4501240936
948841.416844722,1959077.254194363
960495.4550122492,1961190.1848797875
959454.4384967136,1960407.6733484904
959483.7431018684,1962617.0334977887
958302.0251429508,1961895.3819600933
959774.1318565126,1964141.313749433
-5898217.264705013,-22197871.342815675
959580.2872979232,1962040.8064919664
960495.4550122492,1961190.1848797875
959021.2302741696,1947701.3172587296
961018.165390788,1945063.5987992135
965123.888149253,1943057.247870296
966324.5095581474,1940534.6499570804
963398.5930790468,1943459.550409472
963811.1404168552,1943916.4169098148
