,행정구,사업장명,업태구분명,지번주소,도로명주소,X,Y
0,강남구,루이스투,룸살롱,"서울특별시 강남구 역삼동 678-24 늘봄빌딩 2,3층","서울특별시 강남구 테헤란로27길 8-4, 늘봄빌딩 (2,3층) (역삼동)",203330.125,444424.745
1,강남구,오리엔탈 잭 리빈,고고(디스코)클럽,서울특별시 강남구 논현동 18-2 렉스관광호텔,"서울특별시 강남구 강남대로 588, 렉스관광호텔 지하1,2층 (논현동)",201746.195,445794.05
2,강남구,유앤미,단란주점,서울특별시 강남구 논현동 114-13 ,서울특별시 강남구 학동로41길 14 (논현동),203144.80596504,446081.04780932
3,강남구,트레조 노래광장,단란주점,서울특별시 강남구 논현동 58-5번지 ,서울특별시 강남구 논현로131길 7 (논현동),202556.871941642,445785.005806355
4,강남구,VIP노래바,단란주점,서울특별시 강남구 삼성동 153-63 ,서울특별시 강남구 테헤란로87길 37 (삼성동),205037.170293879,445334.858490269
5,강남구,건전지 3 (three),룸살롱,서울특별시 강남구 대치동 890-61 지상4층 ,"서울특별시 강남구 테헤란로68길 13 (대치동,지상4층)",204579.5953,444698.3933
6,강남구,아마데우스,단란주점,서울특별시 강남구 논현동 5-5번지 ,,,
7,강남구,레이스,룸살롱,서울특별시 강남구 역삼동 831-42 .43호,"서울특별시 강남구 역삼로 113 (역삼동,.43호)",202700.5362,443520.4098
8,강남구,멕시멈,룸살롱,서울특별시 강남구 논현동 204-4 지상1층,"서울특별시 강남구 봉은사로 135 (논현동,지상1층)",202526.5569,444894.426
9,강남구,건전지 4 (four),룸살롱,서울특별시 강남구 대치동 890-61 지상3층 ,"서울특별시 강남구 테헤란로68길 13 (대치동,지상3층)",204579.5953,444698.3933
10,강남구,까르마,단란주점,서울특별시 강남구 청담동 99-22번지 ,서울특별시 강남구 압구정로 446 (청담동),203971.475257276,447097.518806932
11,강남구,아우라,룸살롱,서울특별시 강남구 청담동 132-17,"서울특별시 강남구 영동대로 712, 지하1층 (청담동)",204964.3781,446579.7147
12,강남구,아이리스,기타,서울특별시 강남구 청담동 53-7 지상2층,"서울특별시 강남구 영동대로 737 (청담동,지상2층)",204714.7585,446852.0784
13,강남구,로망주점,단란주점,서울특별시 강남구 역삼동 718-17 ,서울특별시 강남구 언주로87길 44 (역삼동),203431.476034318,444292.419615412
14,강남구,비바노래바,단란주점,서울특별시 강남구 삼성동 157-13 지하1층 ,"서울특별시 강남구 테헤란로83길 21 (삼성동,지하1층)",204989.298665844,445177.918823966
15,강남구,타임즈,카바레,서울특별시 강남구 청담동 125-16번지 ,서울특별시 강남구 도산대로 535 (청담동),204526.0821,446991.1995
16,강남구,거기,룸살롱,서울특별시 강남구 역삼동 718-9 ,서울특별시 강남구 테헤란로28길 5 (역삼동),203363.152,444287.1218
17,강남구,라라(LaLa),룸살롱,서울특별시 강남구 삼성동 142-19 지하2층,"서울특별시 강남구 선릉로100길 56 (삼성동,지하2층)",204518.4468,444942.6462
18,강남구,미로(MIRO),고고(디스코)클럽,서울특별시 강남구 논현동 200-6 지하1층 ,"서울특별시 강남구 봉은사로 105 (논현동,지하1층)",202142.9002,444753.6759
19,강남구,쉘브르,단란주점,서울특별시 강남구 역삼동 646-22번지 지하1층 ,"서울특별시 강남구 테헤란로21길 6, 지하1층 (역삼동)",202992.115,444276.175
20,강남구,웨스트스타(west star),단란주점,서울특별시 강남구 역삼동 637-35 ,서울특별시 강남구 강남대로94길 73 (역삼동),202866.385155793,444289.126339518
21,강남구,싱싱노래바Q,단란주점,서울특별시 강남구 역삼동 705-15 ,"서울특별시 강남구 선릉로93길 9, 지하1층 (역삼동, 장원빌딩)",204143.473187222,444778.605684345
22,강남구,미슐랭,룸살롱,"서울특별시 강남구 신사동 587-1 선샤인호텔 지하1층,지하중층 ","서울특별시 강남구 도산대로 205, 선샤인호텔 지하1층,지하중층 (신사동)",202471.5362,446478.945
23,강남구,뮤즈,단란주점,서울특별시 강남구 역삼동 648-3 ,"서울특별시 강남구 강남대로94길 54, 지상1층 (역삼동)",202731.884061856,444237.128809836
24,강남구,퀄리티,룸살롱,서울특별시 강남구 신사동 588-21 지하1층,"서울특별시 강남구 도산대로 217 (신사동,지하1층)",202630.825,446511.985
25,강남구,JS(제이에스),단란주점,서울특별시 강남구 청담동 92-4번지 지하2층 ,"서울특별시 강남구 도산대로 435, 지하2층 (청담동)",203761.830055095,446867.529575555
26,강남구,휘앙새,단란주점,서울특별시 강남구 역삼동 773-4번지 ,서울특별시 강남구 언주로 331 (역삼동),203889.995518453,443907.96203492
27,강남구,아뜰리에,룸살롱,서울특별시 강남구 역삼동 678-8번지 ,서울특별시 강남구 테헤란로33길 13-8 (역삼동),203337.1962,444489.7009
28,강남구,곤파치야 이자카야,카바레,서울특별시 강남구 역삼동 831-26번지 ,서울특별시 강남구 강남대로78길 16 (역삼동),202646.2252,443641.0367
29,강남구,마이웨이,단란주점,서울특별시 강남구 청담동 125-22번지 ,서울특별시 강남구 도산대로 521 (청담동),204383.112138647,446959.848637514
30,강남구,사라(SARA),단란주점,서울특별시 강남구 역삼동 647-12 ,서울특별시 강남구 테헤란로19길 7 (역삼동),202886.399913105,444259.102967241
31,강남구,주식회사 달리는토끼,관광호텔나이트(카바레),서울특별시 강남구 역삼동 604-11 ,서울특별시 강남구 봉은사로 150 (역삼동),202699.2261,444846.7642
32,강남구,해피데이,단란주점,서울특별시 강남구 수서동 724번지 로즈데일빌딩 지하2층동 101호,"서울특별시 강남구 광평로 280, 지하2층동 101호 (수서동,로즈데일빌딩)",209052.072465426,442797.138150563
33,강남구,나이스,단란주점,서울특별시 강남구 삼성동 158-26번지 ,서울특별시 강남구 삼성로96길 26-6 (삼성동),205058.430388262,445168.783107504
34,강남구,브라보,룸살롱,서울특별시 강남구 역삼동 702-25,서울특별시 강남구 선릉로93길 29 (역삼동),204030.3431,444699.4989
35,강남구,하데스라이브,단란주점,서울특별시 강남구 역삼동 718-0번지 지하1층 ,"서울특별시 강남구 테헤란로 204 (역삼동,지하1층)",203353.733222496,444311.549713132
36,강남구,탑스타,단란주점,서울특별시 강남구 논현동 164-16 ,"서울특별시 강남구 학동로2길 50, 지하1층 (논현동)",202001.423084141,445126.217841289
37,강남구,한잔비어,단란주점,서울특별시 강남구 역삼동 810-8번지 지하1층 ,"서울특별시 강남구 강남대로106길 7, 지하1층 (역삼동)",202248.952376047,444531.243373148
38,강남구,슈퍼스타 노래바큐,단란주점,서울특별시 강남구 역삼동 678-5 지하1층 ,"서울특별시 강남구 논현로94길 32 (역삼동,지하1층)",203377.968779904,444523.029971892
39,강남구,쏠래,단란주점,서울특별시 강남구 역삼동 831-35번지 지하1층 ,"서울특별시 강남구 역삼로3길 17 (역삼동,지하1층)",202676.430981005,443602.478554932
40,강남구,미라클,룸살롱,서울특별시 강남구 삼성동 141-33 지하2층호,"서울특별시 강남구 테헤란로 403, 지하2층 (삼성동)",204311.6621,444767.5592
41,강남구,에스 노래바,단란주점,서울특별시 강남구 역삼동 719-8 지하1층 ,"서울특별시 강남구 테헤란로34길 5 (역삼동,지하1층)",203486.72157822,444338.478571239
42,강남구,디바인,룸살롱,서울특별시 강남구 삼성동 45-10 지하1층,"서울특별시 강남구 봉은사로 459, 지하1층 (삼성동, 자이언트관광호텔)",204324.2634,445580.1875
43,강남구,디오픈,룸살롱,서울특별시 강남구 신사동 502-5,서울특별시 강남구 강남대로 626 (신사동),201660.5236,446163.6672
44,강남구,831(팔삼일),룸살롱,서울특별시 강남구 역삼동 831-0 지하1층,"서울특별시 강남구 강남대로 354 (역삼동,지하1층)",202558.9667,443605.4222
45,강남구,에비앙,룸살롱,서울특별시 강남구 역삼동 702-24 지하,"서울특별시 강남구 선릉로93길 31 (역삼동,지하)",204013.484,444693.0005
46,강남구,씨마,단란주점,서울특별시 강남구 대치동 945-15번지 ,서울특별시 강남구 테헤란로98길 16 (대치동),205448.68677717,445003.809877312
47,강남구,아이비(IVY),단란주점,서울특별시 강남구 청담동 132-3 ,서울특별시 강남구 학동로101길 33 (청담동),204939.386111111,446688.30288317
48,강남구,오케이노래빠(OK노래빠),단란주점,서울특별시 강남구 신사동 514-3 ,서울특별시 강남구 강남대로152길 24 (신사동),201824.278759375,446141.693677556
49,강남구,팡팡노래바 큐(Q),단란주점,서울특별시 강남구 역삼동 704-18번지 ,서울특별시 강남구 언주로98길 35 (역삼동),203876.723619448,444729.588228835
50,강남구,씨엔엔CNN2,룸살롱,서울특별시 강남구 삼성동 143-27 지상2층,"서울특별시 강남구 테헤란로77길 9, 지상2층 (삼성동)",204738.8653,444986.1082
51,강남구,도화지,룸살롱,서울특별시 강남구 역삼동 649-10 지하1층,"서울특별시 강남구 테헤란로 115 (역삼동,지하1층)",202573.0883,444096.7157
52,강남구,하이힐,단란주점,서울특별시 강남구 역삼동 734-21번지 ,서울특별시 강남구 역삼로 207 (역삼동),203461.430213181,443797.853261286
53,강남구,부스터,룸살롱,서울특별시 강남구 역삼동 824-12 지하1층,"서울특별시 강남구 테헤란로4길 15, 지하1층 (역삼동)",202603.6761,443910.083
54,강남구,하이즈(HIGHZ),룸살롱,서울특별시 강남구 논현동 237-10 지하1층,"서울특별시 강남구 언주로 603 (논현동,지하1층)",203242.4667,445211.4604
55,강남구,다빈치,룸살롱,서울특별시 강남구 역삼동 703-0번지 지하1층 ,"서울특별시 강남구 언주로98길 28 (역삼동,지하1층)",203832.5455,444712.538
56,강남구,구찌,단란주점,서울특별시 강남구 역삼동 788-33번지 ,서울특별시 강남구 도곡로27길 3 (역삼동),203647.314470233,443444.212605374
57,강남구,더빠,단란주점,서울특별시 강남구 논현동 248-7 지상1층 ,"서울특별시 강남구 언주로 640 (논현동,지상1층)",203102.074986325,445751.652027981
58,강남구,라임,단란주점,서울특별시 강남구 역삼동 606-12번지 ,서울특별시 강남구 논현로105길 10 (역삼동),202890.765012945,444861.954916062
59,강남구,엠 레클리,룸살롱,서울특별시 강남구 역삼동 678-32,서울특별시 강남구 테헤란로29길 5 (역삼동),203354.5711,444416.4865
60,강남구,알마니 노래바 Q,단란주점,서울특별시 강남구 역삼동 677-2 ,서울특별시 강남구 언주로93길 29 (역삼동),203443.279559452,444547.931902101
61,강남구,에이스 노래당,단란주점,서울특별시 강남구 논현동 143-20번지 ,서울특별시 강남구 강남대로 522 (논현동),201948.018499477,445186.595128763
62,강남구,블루문,룸살롱,서울특별시 강남구 삼성동 144-21,서울특별시 강남구 테헤란로77길 6 (삼성동),204786.1826,444965.8725
63,강남구,어게인(again),룸살롱,"서울특별시 강남구 삼성동 141-20 지상2,3층","서울특별시 강남구 선릉로92길 6 (삼성동,지상2,3층)",204275.04,444780.035
64,강남구,텐프로 노래밤,단란주점,서울특별시 강남구 삼성동 165-4번지 ,서울특별시 강남구 봉은사로112길 16 (삼성동),205668.828666484,445742.823880433
65,강남구,식스(SIX),룸살롱,"서울특별시 강남구 역삼동 718-14 지상1,2층","서울특별시 강남구 언주로87길 48 (역삼동,지상1,2층)",203409.113,444284.1838
66,강남구,건전지2,룸살롱,"서울특별시 강남구 대치동 890-61 지하1,2층 ","서울특별시 강남구 테헤란로68길 13 (대치동,지하1,2층)",204579.5953,444698.3933
67,강남구,건전지1,룸살롱,"서울특별시 강남구 대치동 890-33 지하1층, 지하2층 ","서울특별시 강남구 테헤란로68길 11 (대치동,지하1층, 지하2층)",204574.6161,444711.0237
68,강남구,라인업,룸살롱,서울특별시 강남구 논현동 192-21 오헤븐 빌딩,"서울특별시 강남구 봉은사로 177, 오헤븐 빌딩 지하1층 (논현동)",202862.8747,445020.8119
69,강남구,터미널,룸살롱,서울특별시 강남구 역삼동 688-6 지하1층,"서울특별시 강남구 언주로 548, 지하1층 (역삼동)",203516.5912,444995.0189
70,강남구,베스트,룸살롱,서울특별시 강남구 역삼동 653,"서울특별시 강남구 봉은사로 230, 지하1층 (역삼동, 봉암빌딩)",203248.0552,445099.5427
71,강남구,엠넷,룸살롱,서울특별시 강남구 삼성동 37-15,서울특별시 강남구 봉은사로 411 (삼성동),203907.405,445414.65
72,강남구,더크리드 CREED,룸살롱,서울특별시 강남구 역삼동 678-17 지하1층,"서울특별시 강남구 테헤란로33길 11 (역삼동,지하1층)",203398.1212,444475.5207
73,강남구,좋은날,룸살롱,"서울특별시 강남구 역삼동 678-31 지하1층, 지상1,2,3,4층 ","서울특별시 강남구 테헤란로29길 6 (역삼동,지하1층, 지상1,2,3,4층)",203376.5215,444425.5301
74,강남구,오렌지,룸살롱,"서울특별시 강남구 역삼동 678-21 지상1,2,3층 ","서울특별시 강남구 테헤란로27길 10, 지상1,2,3,층 (역삼동)",203322.1077,444444.1142
75,강남구,킹스맨,룸살롱,"서울특별시 강남구 역삼동 702-16 ,17 ","서울특별시 강남구 테헤란로47길 8 (역삼동,,17)",203950.1259,444674.7982
76,강남구,에스비에스,단란주점,서울특별시 강남구 역삼동 799-9번지 ,서울특별시 강남구 도곡로 161 (역삼동),203239.991057803,443268.348617121
77,강남구,괜찬아,룸살롱,서울특별시 강남구 역삼동 601-18 ,서울특별시 강남구 봉은사로 116 (역삼동),202266.9287,444719.0753
78,강남구,겨울나그네,단란주점,서울특별시 강남구 삼성동 160-18번지 ,서울특별시 강남구 봉은사로 610 (삼성동),205381.16241861,445762.98093009
79,강남구,라이언,룸살롱,서울특별시 강남구 삼성동 143 지하1층,"서울특별시 강남구 테헤란로69길 16, 지하1층 (삼성동)",204581.0986,444970.5178
80,강남구,퓨처스2,룸살롱,서울특별시 강남구 논현동 248-7 지하1층 ,"서울특별시 강남구 언주로 640 (논현동,지하1층)",203102.075,445751.652
81,강남구,미스티,단란주점,서울특별시 강남구 역삼동 641-10 ,서울특별시 강남구 논현로 515 (역삼동),203088.505,444482.41
82,강남구,70.80메들리(단란주점),단란주점,서울특별시 강남구 역삼동 700-16번지 ,서울특별시 강남구 언주로94길 7 (역삼동),203703.716238096,444705.475768109
83,강남구,애플(AppIe),룸살롱,서울특별시 강남구 역삼동 719-18 시티타워 6-10층 ,"서울특별시 강남구 언주로87길 24, 시티타워 6-10층 (역삼동)",203557.913,444347.5528
84,강남구,루이즈,룸살롱,"서울특별시 강남구 역삼동 678-33 지하1층, 지하2층","서울특별시 강남구 테헤란로33길 3-12 (역삼동,지하1층, 지하2층)",203336.595,444409.025
85,강남구,노래바VIP,단란주점,서울특별시 강남구 역삼동 736-40 ,서울특별시 강남구 테헤란로22길 9 (역삼동),203046.820586116,444127.121668424
86,강남구,지니,단란주점,서울특별시 강남구 역삼동 718-31번지 ,"서울특별시 강남구 논현로86길 33, 지하1층 (역삼동)",203466.311579434,444263.976450977
87,강남구,이든인터내셔널,카바레,서울특별시 강남구 역삼동 735-31,서울특별시 강남구 논현로87길 37 (역삼동),202925.0773,444094.8254
88,강남구,탑,룸살롱,서울특별시 강남구 역삼동 824-7번지 지상3층 ,"서울특별시 강남구 테헤란로6길 10 (역삼동,지상3층)",202621.0869,443960.2502
89,강남구,프랜드,단란주점,서울특별시 강남구 역삼동 699-3 ,서울특별시 강남구 언주로98길 9 (역삼동),203697.390163776,444769.944766495
90,강남구,홈구장,비어(바)살롱,서울특별시 강남구 논현동 84 지하1층 ,"서울특별시 강남구 언주로 709 (논현동,지하1층)",203008.1465,446054.4113
91,강남구,웨이브노래바Q,단란주점,서울특별시 강남구 역삼동 736-24 110호 ,"서울특별시 강남구 테헤란로20길 19 (역삼동,110호)",203028.877230349,444037.718817655
92,강남구,팬텀,단란주점,서울특별시 강남구 역삼동 677-5 ,"서울특별시 강남구 언주로93길 21, 지하2층 (역삼동)",203495.929163019,444569.7868923
93,강남구,플러스82(PLUS82),룸살롱,서울특별시 강남구 청담동 125-12번지 지하1층 ,"서울특별시 강남구 도산대로 539, 지하1층 (청담동)",204582.1872,446992.0897
94,강남구,썸노래바,단란주점,서울특별시 강남구 역삼동 826-29 지하1층 106호 ,"서울특별시 강남구 테헤란로4길 32 (역삼동,지하1층 106호)",202598.254443727,443789.062260079
95,강남구,메리트,카바레,서울특별시 강남구 청담동 124-5 .6지하1층,"서울특별시 강남구 도산대로 513 (청담동,.6지하1층)",204294.5,446955.0502
96,강남구,이원(E1),룸살롱,서울특별시 강남구 논현동 6-3 지층,"서울특별시 강남구 도산대로 152, 지층 (논현동)",202160.3319,446215.9356
97,강남구,1프로,단란주점,서울특별시 강남구 역삼동 603-3번지 ,서울특별시 강남구 봉은사로16길 16 (역삼동),202545.559931287,444788.550606645
98,강남구,에비앙,룸살롱,서울특별시 강남구 논현동 151-30번지 ,서울특별시 강남구 논현로 647 (논현동),202708.4244,445478.9509
99,강남구,뽕노래빠,단란주점,서울특별시 강남구 신사동 515-9번지 ,"서울특별시 강남구 강남대로152길 35, 지하1층 102호 (신사동)",201893.125894971,446209.044789227
100,강남구,뉴트로,룸살롱,서울특별시 강남구 논현동 7-1 지하2층,"서울특별시 강남구 도산대로 166, 지하2층 (논현동)",202298.0488,446281.5131
101,강남구,라이브 7080,단란주점,서울특별시 강남구 논현동 106-18번지 ,서울특별시 강남구 언주로136길 7 (논현동),203126.428710893,446126.296857085
102,강남구,캐슬(Castle),룸살롱,서울특별시 강남구 삼성동 141-20 지상7층,"서울특별시 강남구 선릉로92길 6, 지상7층 (삼성동)",204275.04,444780.035
103,강남구,스테이,룸살롱,"서울특별시 강남구 역삼동 824-7 지하1층, 지상2층","서울특별시 강남구 테헤란로6길 10 (역삼동,지하1층, 지상2층)",202621.0869,443960.2502
104,강남구,메이즈,룸살롱,서울특별시 강남구 역삼동 822-5 지하2층,"서울특별시 강남구 테헤란로 111 (역삼동,지하2층)",202518.3741,444076.445
105,강남구,세시봉,단란주점,서울특별시 강남구 논현동 4-19번지 ,서울특별시 강남구 도산대로 132 (논현동),201983.701669614,446107.206316098
106,강남구,님과함께,룸살롱,서울특별시 강남구 역삼동 718-16,"서울특별시 강남구 테헤란로28길 3-10, 지하1층 (역삼동)",203421.6952,444309.6742
107,강남구,엠(M)노래밤,룸살롱,서울특별시 강남구 삼성동 143-29 지하1층 ,"서울특별시 강남구 삼성로91길 24 (삼성동,지하1층)",204721.9833,444955.6699
108,강남구,칼라,단란주점,서울특별시 강남구 신사동 666-7번지 ,서울특별시 강남구 선릉로 807 (신사동),203387.838763505,446896.194504256
109,강남구,(友)친구노래,단란주점,서울특별시 강남구 신사동 502-2 ,서울특별시 강남구 강남대로156길 8 (신사동),201677.130384848,446199.829974565
110,강남구,피터팬,룸살롱,서울특별시 강남구 삼성동 45-10 지상1~2층,"서울특별시 강남구 봉은사로 459, 지상1~2층 (삼성동)",204324.2634,445580.1875
111,강남구,루트플러스,룸살롱,서울특별시 강남구 논현동 211-20,서울특별시 강남구 언주로 647 (논현동),203014.3664,445788.9816
112,강남구,에이원,룸살롱,서울특별시 강남구 역삼동 735-32 지하1층 ,"서울특별시 강남구 테헤란로20길 10 (역삼동,지하1층)",202949.8532,444097.8551
113,강남구,방탄,룸살롱,서울특별시 강남구 역삼동 832-7번지 지하2층 ,"서울특별시 강남구 강남대로 320 (역삼동,지하2층)",202667.5512,443299.2181
114,강남구,바보,단란주점,서울특별시 강남구 삼성동 38-29번지 지하1층 ,"서울특별시 강남구 봉은사로 417 (삼성동,지하1층)",203975.581673876,445436.018491269
115,강남구,일공오(105),단란주점,서울특별시 강남구 논현동 8-6번지 ,서울특별시 강남구 도산대로28길 18 (논현동),202425.200558588,446206.480694814
116,강남구,크리드 CREED,룸살롱,서울특별시 강남구 역삼동 705-6 ,서울특별시 강남구 선릉로93길 17 (역삼동),204095.4128,444748.8598
117,강남구,소개팅,단란주점,서울특별시 강남구 논현동 163-5번지 ,서울특별시 강남구 학동로2길 49 (논현동),202025.916399731,445144.548611429
118,강남구,아이엠,룸살롱,서울특별시 강남구 역삼동 735-29,서울특별시 강남구 테헤란로16길 9 (역삼동),202924.7284,444079.3687
119,강남구,코튼라운지,룸살롱,서울특별시 강남구 역삼동 825-29 지하1층 ,서울특별시 강남구 테헤란로2길 15 (역삼동),202522.7015,443890.5767
120,강남구,디데이(D-day),단란주점,서울특별시 강남구 논현동 112-14 ,서울특별시 강남구 선릉로131길 18 (논현동),203422.698805422,446154.605287327
121,강남구,루이스,룸살롱,서울특별시 강남구 삼성동 142-46 지하1층 ,"서울특별시 강남구 테헤란로 421, 지하1층 (삼성동)",204574.7798,444866.6458
122,강남구,인트로,룸살롱,"서울특별시 강남구 신사동 587-1 선샤인호텔 별관2,3층 ","서울특별시 강남구 도산대로 205, 선샤인호텔 별관2,3층 (신사동)",202471.5362,446478.945
123,강남구,로얄프린스,룸살롱,서울특별시 강남구 역삼동 678-16번지 ,서울특별시 강남구 테헤란로33길 13 (역삼동),203391.6925,444491.1401
124,강남구,뉴파샤,단란주점,서울특별시 강남구 신사동 664-13 ,서울특별시 강남구 선릉로 827 (신사동),203443.732313522,447082.188823622
125,강남구,퍼펙트,룸살롱,서울특별시 강남구 논현동 152 엘리에나호텔 ,"서울특별시 강남구 논현로 645, 엘리에나호텔 B1층~B2층 (논현동)",202670.0534,445410.5057
126,강남구,불꽃,단란주점,서울특별시 강남구 논현동 91-26번지 ,서울특별시 강남구 언주로150길 9 (논현동),203037.454084858,446549.002345958
127,강남구,게임,룸살롱,서울특별시 강남구 신사동 587-1 선샤인호텔 별관 1층 ,"서울특별시 강남구 도산대로 205, 선샤인호텔 별관1층 (신사동)",202471.5362,446478.945
128,강남구,필드,룸살롱,서울특별시 강남구 역삼동 736-35 프리즘빌딩 ,"서울특별시 강남구 테헤란로22길 10, 프리즘빌딩 지상3,4층 (역삼동)",203017.9389,444112.1793
129,강남구,나비,단란주점,서울특별시 강남구 역삼동 656-26 ,서울특별시 강남구 테헤란로39길 75 (역삼동),203381.653604561,444977.267955287
130,강남구,풍경,룸살롱,서울특별시 강남구 역삼동 826-39 ,"서울특별시 강남구 테헤란로4길 38-5, 지하1층 (역삼동)",202596.5855,443724.0808
131,강남구,불꽃,단란주점,서울특별시 강남구 개포동 1217번지 ,서울특별시 강남구 개포로 228 (개포동),204150.824202857,441829.917598722
132,강남구,이프(If),룸살롱,서울특별시 강남구 역삼동 735-32 지하2층 ,"서울특별시 강남구 테헤란로20길 10 (역삼동,지하2층)",202949.8532,444097.8551
133,강남구,포텐(Potent),룸살롱,"서울특별시 강남구 삼성동 141-20 지상4,5,6층","서울특별시 강남구 선릉로92길 6 (삼성동,지상4,5,6층)",204275.04,444780.035
134,강남구,미(美),단란주점,서울특별시 강남구 역삼동 646-11번지 ,서울특별시 강남구 테헤란로21길 8 (역삼동),202982.562547021,444287.627819736
135,강남구,메이드인헤븐,단란주점,서울특별시 강남구 역삼동 677-15 ,서울특별시 강남구 테헤란로37길 13-7 (역삼동),203476.078994972,444511.20540085
136,강남구,디데이,단란주점,서울특별시 강남구 논현동 210-3번지 ,서울특별시 강남구 언주로129길 6 (논현동),203004.766681742,445822.606853521
137,강남구,봄,룸살롱,서울특별시 강남구 논현동 242-53번지 가헌빌딩 ,"서울특별시 강남구 선릉로 659, 가헌빌딩 지하1층 (논현동)",203609.925,445913.6908
138,강남구,개구쟁이,룸살롱,서울특별시 강남구 역삼동 826-8번지 지하1층 ,"서울특별시 강남구 테헤란로2길 34 (역삼동,지하1층)",202540.1232,443749.2466
139,강남구,엠(M),단란주점,서울특별시 강남구 삼성동 154-15 ,서울특별시 강남구 삼성로96길 27 (삼성동),205054.11,445238.565000001
140,강남구,요트클럽55(YACHT CLUB 55),룸살롱,서울특별시 강남구 역삼동 651-5 KH타워 ,"서울특별시 강남구 봉은사로 218, KH타워 지하1층 (역삼동)",203110.7855,445055.4752
141,강남구,심포니,룸살롱,"서울특별시 강남구 역삼동 677-20 4,5층","서울특별시 강남구 테헤란로33길 6-7, 4,5층 (역삼동)",203475.825,444490.505
142,강남구,샐비어,단란주점,서울특별시 강남구 도곡동 448-15번지 ,서울특별시 강남구 논현로 130 (도곡동),203776.517973287,442144.407876575
143,강남구,골드,단란주점,서울특별시 강남구 대치동 946-15번지 지하1층 ,"서울특별시 강남구 영동대로85길 6 (대치동,지하1층)",205494.069168543,445025.80315972
144,강남구,도도,단란주점,서울특별시 강남구 삼성동 127-12번지 ,서울특별시 강남구 삼성로 531 (삼성동),204781.812254814,445238.146533062
145,강남구,타라,단란주점,서울특별시 강남구 신사동 539번지 ,서울특별시 강남구 도산대로15길 6 (신사동),202063.602656888,446263.806632866
146,강남구,랩(LAB),룸살롱,서울특별시 강남구 논현동 115-12번지 지하1층 ,"서울특별시 강남구 언주로 706, 지하1층 (논현동)",203085.6753,445978.5599
147,강남구,쿨타임,룸살롱,서울특별시 강남구 역삼동 824-8,"서울특별시 강남구 테헤란로6길 14, 지하1층 (역삼동)",202628.7112,443941.6789
148,강남구,노래하는포차 주점,단란주점,서울특별시 강남구 도곡동 425-1번지 지층 ,"서울특별시 강남구 논현로28길 2 (도곡동,지층)",203763.82122043,442205.147150682
149,강남구,큐,단란주점,서울특별시 강남구 청담동 119-11번지 ,서울특별시 강남구 도산대로 503 (청담동),204170.219373257,446933.850362072
150,강남구,어게인,룸살롱,서울특별시 강남구 삼성동 143-35 ,"서울특별시 강남구 테헤란로69길 8, 지상2층, 지상3층 (삼성동)",204604.1292,444915.4978
151,강남구,파이브(FIVE),룸살롱,서울특별시 강남구 역삼동 718-14,서울특별시 강남구 언주로87길 48 (역삼동),203409.113,444284.1838
152,강남구,라이언1,룸살롱,서울특별시 강남구 삼성동 143,서울특별시 강남구 테헤란로69길 16 (삼성동),204581.0986,444970.5178
153,강남구,놀이터,룸살롱,서울특별시 강남구 신사동 652-14 지하1층,"서울특별시 강남구 도산대로 331, 지하1층 (신사동)",203300.7159,446789.6508
154,강남구,준코뮤직타운 신사점,카바레,서울특별시 강남구 신사동 514-15번지 ,서울특별시 강남구 도산대로 123 (신사동),201864.3986,446138.7003
155,강남구,Alvin Avenue(엘빈 에비뉴),기타,서울특별시 강남구 역삼동 819-9,"서울특별시 강남구 강남대로92길 13, 지하1.2층 (역삼동)",202451.743,444092.8755
156,강남구,듀스,단란주점,서울특별시 강남구 역삼동 828-23 ,서울특별시 강남구 논현로85길 57 (역삼동),202887.972827283,443947.252987647
157,강남구,씨엔엔CNN3,룸살롱,서울특별시 강남구 삼성동 143-27 지상3층,"서울특별시 강남구 테헤란로77길 9, 지상3층 (삼성동)",204738.8653,444986.1082
158,강남구,클래식,단란주점,서울특별시 강남구 삼성동 112-23번지 ,서울특별시 강남구 선릉로 570 (삼성동),203861.021589033,445244.697618622
159,강남구,칼라,단란주점,서울특별시 강남구 대치동 943-12번지 ,서울특별시 강남구 테헤란로84길 13 (대치동),205132.592006396,444905.396531302
160,강남구,카니발,단란주점,서울특별시 강남구 논현동 97-10번지 ,서울특별시 강남구 도산대로46길 14 (논현동),203140.764865598,446545.616785784
161,강남구,비와이디,단란주점,서울특별시 강남구 역삼동 674-17 ,서울특별시 강남구 언주로93길 14-3 (역삼동),203520.31526516,444637.501919543
162,강남구,메이플,단란주점,서울특별시 강남구 논현동 106-8번지 ,서울특별시 강남구 언주로136길 5 (논현동),203113.17765512,446125.578112868
163,강남구,삼삼(33),단란주점,서울특별시 강남구 청담동 71-20번지 ,서울특별시 강남구 영동대로137길 3 (청담동),204814.806821489,446616.897184947
164,강남구,조수경라이브,단란주점,서울특별시 강남구 역삼동 667-0 ,"서울특별시 강남구 논현로 542, 지하1층 B101호 (역삼동)",203061.960408696,444718.703070849
165,강남구,리베 노래바큐,단란주점,서울특별시 강남구 역삼동 836-23번지 ,서울특별시 강남구 강남대로62길 21 (역삼동),202871.703218735,443174.310716222
166,강남구,샤론,단란주점,서울특별시 강남구 역삼동 770번지 ,서울특별시 강남구 역삼로 214 (역삼동),203524.419795801,443794.415274238
